symbol,name,price,market_cap,volume_24h,percent_change_24h
1INCH,1inch Network,0.2957434927316628,412422307.25639856,184667052.81134945,38.65813713
A,Vaulta,0.5518371503855993,870353439.6317261,79326128.81991825,5.84895834
AAVE,Aave,311.0177726376544,4724191478.781782,763563567.7378553,5.89417674
ACA,ACA Token,0.027614087109625304,1279363.1751113648,71200.0433622,8.54994735
ACE,ACENT,0.0005890305664113625,421192.18258124014,179320.45116578,13.45294168
ACH,Alchemy Pay,0.021640274298975762,200180040.11123297,52713599.11304901,9.89211546
ACM,AC Milan Fan Token,0.8233671947837278,6772053.557938658,2033966.89891143,5.66213041
ACT,Act I : The AI Prophecy,0.044463230087449526,42162027.662231535,66580878.48715758,8.1578818
ACX,Across Protocol,0.1836054136721343,90632642.30017994,36509819.2660396,20.40417082
ADA,Cardano,0.7294929324521873,25815440875.522648,1962269885.7647338,16.54347547
ADX,AdEx,0.09430305792637522,13947422.267310895,8457741.89010293,9.05440382
AE,Æternity,0.0066057952146184795,2543937.3006220693,102869.2426919,3.92199239
AERGO,Aergo,0.11762955625116885,57050334.28411697,26075185.27631021,3.03763317
AEUR,Anchored Coins AEUR,1.1643223996641796,66377559.631778054,63215.83424821,0.0559072
AEVO,Aevo,0.11552799497760675,104974762.62694639,68068100.05199741,26.2299185
AGI,Delysium,0.05392535776172054,75695907.23285706,8459796.08324092,6.10947098
AGIX,SingularityNET,0.3242225942462649,0.0,74465.7849741,6.96686956
AGLD,Adventure Gold,0.7943779749814872,66338505.48508197,23537188.5650857,7.97951804
AI,Any Inu,2.0471468518885224e-06,0.0,50220.64496045,5.15829264
AION,AION 5100,0.5239407611356369,0.0,179526.61062755,5.25327114
AIXBT,aixbt,0.15656739827672894,149281332.52962413,129823970.52855755,9.86052094
ALCX,Alchemix,8.727707330755587,21396111.590977967,3412455.27128477,10.20720532
ALGO,Algorand,0.22450782575204048,1940261067.9827247,162628054.35011035,15.91166898
ALICE,MyNeighborAlice,0.4585116060807037,45851160.608070366,25421688.89923226,7.88118063
ALPACA,Alpaca Finance,0.02288427665096488,3470827.153712449,12049689.33685284,76.68853413
ALPHA,Alpha,0.0008393087296520592,839307.5839956433,15058.79688359,18.50724031
ALPINE,Alpine F1 Team Fan Token,0.9202891811631859,15382499.504931908,13393927.19870775,6.18388151
ALT,AptosLaunch Token,0.0030801977170957424,0.0,121827.97906438,3.40352242
AMB,Ascendia (ex AirDAO),0.0001265613922871409,713664.0171115596,218545.81365249,1.12233669
AMP,Amp,0.0037085054332098187,312373372.44664836,19020054.09495077,5.84268577
ANIME,Animecoin,0.018447623483898196,102174093.32005349,48843481.15854551,11.24043016
ANKR,Ankr,0.016164290114362517,161642901.14362517,24674858.79673034,9.22421346
ANT,Aragon,0.16428720868583102,7095973.326834961,0.0,12.65370492
APE,APEcoin.dev,0.6710893446665374,0.0,17949.81869237,6.49389865
API3,API3,0.7097837724913888,61340917.57100781,22877842.76106175,9.75195899
APT,Aptos,4.93918903296264,3189699036.4222527,280250140.3428339,8.02344245
AR,Arweave,6.413778369283886,421080366.32094574,65711497.3898757,12.65243266
ARB,Arbitrum,0.41065316624238296,2038169521.0678496,558338726.1401829,14.87496131
ARDR,Ardor,0.08230139018807266,82175158.88826382,5446001.07435197,5.95117321
ARK,Ark,0.4104768015325103,77945886.44176845,9181464.66285234,7.60522541
ARKM,Arkham,0.5500132135491441,123807974.36991234,121073693.93772887,12.53066947
ARPA,ARPA,0.02225702547680907,33821477.63453353,22628062.70444517,8.56789063
ASR,AS Roma Fan Token,2.3330112033202925,17252734.49911373,10742046.22910983,4.83601872
AST,Astroon,0.0066490529683358775,0.0,85197.84249621,9.91739582
ASTR,Astar,0.024539609037056678,199568642.1718751,10231062.35796564,8.6295474
ATA,Automata Network,0.05372744686193571,31580564.964097694,7714590.05019307,12.28298255
ATM,Atletico De Madrid Fan Token,1.0586112089067428,7303916.618354713,2824670.07733988,5.83394945
ATOM,Cosmos,4.6482788980710446,1817171210.987401,180768740.44634125,7.90320657
AUCTION,Bounce Token,9.971141304390935,60726163.34847512,19293728.48149113,7.54237417
AUDIO,Audius,0.06198975404590176,82988787.87818255,14646786.02167968,6.76352941
AUTO,Auto,6.555117421141152,502553.1528263818,82080.43976428,4.67604027
AVA,AVA,0.03705968364383338,37059463.879909374,5726673.88327989,10.92355922
AVAX,Avalanche,20.963653636012175,8852432824.042927,666626181.6812766,7.15938359
AWE,AWE,0.056426775863484865,109604513.94305515,12068238.39270652,2.08849704
AXL,Axelar,0.3730538529831052,372685708.4732432,50844883.43992324,10.10429918
AXS,Axie Infinity,2.525608555499474,419225584.784467,48543641.18514919,10.39870775
BABY,Baby,1.1845280939213896e-07,116245.56323975265,804.43252908,7.39775551
BADGER,Badger DAO,1.1117224981406777,22668670.654866416,10190749.97045353,1.39905033
BAKE,BakeryToken,0.08335187709874896,24152914.905647185,18143614.59933865,8.4591519
BAL,Balancer,1.106550090410316,71136402.6761909,12053848.92369103,6.01811279
BANANA,ApeSwap,5.504634696424895e-09,2.0251519781822114,50.49711572,1.15052521
BANANAS31,Banana For Scale,0.02730505608928065,273050560.8928065,619606523.173565,3.7052676
BAND,Band Protocol,0.6795719634804954,110996908.7801251,13802604.51702081,9.8284236
BAR,Gold Standard,0.29589201167908075,0.0,860099.02315268,13.81750028
BAT,Basic Attention Token,0.1441014623971211,215527997.4979698,19421470.56372777,7.36800881
BB,Bitboard,0.0009311549741969232,4101679.9915111796,337033.59795595,1.53467421
BCD,Bitcoin Diamond,0.003490529071024373,650958.8818445284,0.0,0.0
BCH,Bitcoin Cash,521.324106787873,10372119435.384321,577364301.938355,0.9869755
BCN,Bytecoin,2.398446951327226e-05,4414745.244095478,44.02562584,6.32232671
BEAM,Beam,0.032345735855953586,4876234.83110465,97749.319276,6.88565739
BEAR,Bear Inu,2.71414084421127e-10,0.0,80265.84756343,-1.19412648
BEL,Bella Protocol,0.2953399069102481,23627192.552819848,23440721.59604905,16.53751658
BERA,Berachain,2.066023696413019,248878101.15889272,128053991.94475277,12.53060672
BETA,Beta Finance,0.0005533380681990654,525671.1647891122,61676.54734375,-0.17077651
BETH,Beth,7.735143366660966e-05,0.0,22851.66067297,-21.55975999
BICO,Biconomy,0.1082507474321013,104472242.06828561,18988410.91691951,10.62705616
BIDR,BIDR,6.310708004636761e-05,12027316.374085916,0.0,0.61611557
BIFI,Bitcoin File,0.00021341107448588243,0.0,232046.71302286,10.13826885
BIGTIME,Big Time,0.05919060389517703,115115438.17683339,42502325.87310264,9.33094961
BIO,Bio Protocol,0.06471779711246309,102530455.95915507,56821915.35098246,16.68446872
BLUR,Blur,0.08369428533352267,202366941.97900438,28430974.52817804,11.70180545
BLZ,Bluzelle,0.03551085749139053,16574851.353202337,1535781.55621547,6.34470284
BMT,Bubblemaps,0.09259150228576485,33853099.79036078,67969614.12509532,7.57474205
BNB,BNB,688.3072448105769,95873929404.23976,2361394170.6198554,2.63596474
BNT,Bancor,0.6935560588529832,79889405.87003449,8744260.08050297,7.60780636
BNX,BinaryX [Old],560.919982609673,0.0,38951.29700373,39.56448378
BOME,Book of Meme 3.0,7.14128432991219e-10,0.0,1255656.35837998,134.52919669
BOND,BarnBridge,0.15649761105512974,1237937.151363347,826530.85528586,2.11035816
BONK,Bonk,2.3534669648766e-05,1901895649.8411458,870213110.9804661,6.74845001
BSW,Biswap,0.015873442620621774,10559173.987918893,12252074.44317685,10.09312616
BTC,Bitcoin,117773.34808896792,2342611529742.055,125919246335.28575,6.24167536
BTCB,Bitcoin on Base,0.27057599252679815,0.0,18973.26899001,5.55969854
BTCST,Bitcoin Standard Hashrate Token,0.02722704278517035,332208.06557356555,83564.1918577,-7.487858
BTG,Bitcoin Gold,0.8719340770942525,15270986.800873974,4726.1318973,0.17261982
BTS,BitShares,0.001186526052670655,3553716.719311772,167270.37119634,4.41532948
BTT,Bitteam token,6.701255383977229e-05,30892.78718610992,5.51439433,-0.01559172
BULL,Tron Bull,0.004648033228983201,4416911.970543695,62115.39181953,6.63881035
BURGER,BurgerCities,0.0036968254044802123,159095.95714922555,356882.77085528,21.84148276
C98,Coin98,0.05434233565482124,52546004.53692786,28772771.3253573,17.99336083
CAKE,PancakeSwap,2.5144936596488696,868531593.0901527,115698875.77135976,6.02991479
CATI,Catizen,0.09307307025475484,30322275.55829658,27364029.66460384,3.85068244
CDT,CheckDot,0.08443230360989182,653981.8270794803,11544.76349557,2.44693455
CELO,Celo,0.3247996999211896,187094211.0193508,30824906.60769715,7.52386131
CELR,Celer Network,0.00883403234715533,68759020.33278885,12773188.38457075,12.10554345
CETUS,Cetus Protocol,0.11568385990484367,94978125.4723744,37704686.0608722,15.69877351
CFX,Conflux,0.0952211460121602,485963751.71009713,87155952.18412629,22.50188143
CGPT,ChainGPT,0.11073823984058304,76133330.36094694,28162954.36942975,10.6439614
CHAT,Solchat,0.20249574366541384,1628766.4143430097,163331.18626613,3.71833352
CHESS,ChessCoin,0.0749099730484704,0.0,759592.7672447,8.85193038
CHR,Chromia,0.09483890556117243,80089740.52583192,13984713.05342354,12.19122678
CHZ,Chiliz,0.040565623042198976,393975557.4300571,43030219.36565991,8.55302656
CITY,Manchester City Fan Token,0.9229919449847187,9265958.59333106,5409267.5621242,5.03030683
CKB,Nervos Network,0.004199605540315712,196789590.8049538,23076039.1499102,9.71520043
CLOAK,CloakCoin,0.03503219961273,212428.01613462996,0.0,0.0
CLV,CLV,0.023185585153414217,28382423.749109086,3967369.4762842,10.00764747
COMBO,Furucombo,0.0011388150886726494,46201.64285019924,0.0,8.92142949
COMP,Compound,47.69528129889814,447953428.74717987,101252584.68117031,5.70352634
COOKIE,Cookie DAO,0.19939445199831246,109204032.2459736,74062168.24749498,14.9570745
COP,Copiosa Coin,0.0002524428943880068,0.0,14897.02667974,4.87761483
COS,Contentos,0.0034081527688662964,17642162.303530335,16690781.79271248,9.75285379
COTI,COTI,0.05849095866480533,129986421.50641493,17611428.70959753,9.99506659
COW,COW,0.017379746152029838,0.0,535149.45132309,9.74520536
CREAM,Cream Finance,1.3373003682390032,2481573.4640260204,86147.75711506,1.45713132
CRV,Curve DAO Token,0.6469153163984983,881997099.8184364,247746585.23433602,15.88459908
CTK,Shentu,0.31817446072793987,47080758.89726803,9165964.46081535,8.50204321
CTSI,Cartesi,0.07015013568423659,61276709.61151386,9143565.7062214,13.02474499
CTXC,Cortex,0.07239068741619578,16716226.3415211,7156516.17423824,6.91674737
CVC,Civic,0.09892412640128356,98924126.40128356,15789526.22435741,4.8920109
CVP,PowerPool,0.006971817259157558,315275.7227692185,17097.31844499,1.67403473
CVX,Convex Finance,3.2253906552084457,317028818.9649766,30496341.94635971,17.17106622
CYBER,Cyber,1.6724454854885349,75030197.64657693,98066141.74710345,30.04820021
D,D,2.3536522980936145e-05,0.0,180872.46836688,11.25091141
DAI,Dai,0.9997861130100333,5364235117.10858,49802830968.33731,-0.02431928
DASH,Dash,21.906936668540435,270112357.0136321,35241027.20778356,5.50827126
DATA,Databot,0.0011586010306041826,1061093.002188587,0.0,10.33864468
DCR,Decred,16.926394914074436,286050306.40088165,5330920.06470182,3.48039013
DEGO,Dego Finance,1.158233059819824,24319665.835225634,22252762.59256538,12.16365331
DENT,Dent,0.000752329737702723,75232973.77027225,7913062.13102826,19.00875618
DEXE,DeXe,7.873630089472587,659286020.4138421,21962178.21201488,2.37909237
DF,dForce,0.02888016258504553,28878029.687640786,4356870.407466,10.61055105
DGB,DigiByte,0.00856473830912116,152371732.83235705,3175062.34322632,7.43980789
